movie_id,movie_title,director(s),top_5_cast
37606,Valmont,Miloš Forman,"Colin Firth (Valmont)
Annette Bening (Merteuil)
Meg Tilly (Madame de Tourvel)
Fairuza Balk (Cécile)
Siân Phillips (Madame de Volanges)"
795607,Green Snake,Amp Wong,"Tang Xiaoxi (Xiao Qing (voice))
Zhang Fuzheng (Masked Man (voice))
Wei Chao (Sima (voice))
Zhao Mingzhou (牛头帮主 (voice))
Zheng Xiaopu (宝青坊主(voice))"
830788,The Invitation,Jessica M. Thompson,"Nathalie Emmanuel (Evie Alexander)
Thomas Doherty (Walter De Ville)
Sean Pertwee (Mr. Fields)
Hugh Skinner (Oliver Alexander)
Carol Ann Crawford (Mrs. Swift)"
16910,Naruto the Movie: Legend of the Stone of Gelel,Hirotsugu Kawasaki,"Junko Takeuchi (Naruto Uzumaki (voice))
Chie Nakamura (Sakura Haruno (voice))
Gaamon Kai (Temujin (voice))
Akira Ishida (Gaara of The Desert (voice))
Showtaro Morikubo (Shikamaru Nara (voice))"
549590,Ordinary People,Im Jin-soon,"Don Lee (Ki-chul)
Kim Sae-ron (Yu-jin)
Jang Kwang (Ki-tae)
Lee Sang-yeob (Ji-sung)
Shin Se-hwi (Su-yeon)"
1104271,Strange House,Maxim Maximov,"Vladimir Yaglych
Irina Kobzeva
Stanislav Bondarenko
Irina Bezryadnova
Oxana Lesnaya"
1230477,given The Movie: Hiiragi Mix,Noriko Hashimoto,"Shogo Yano (Mafuyu Satou (voice))
Takuya Eguchi (Akihiko Kaji (voice))
Yuma Uchida (Ritsuka Uenoyama (voice))
Masatomo Nakazawa (Haruki Nakayama (voice))
Fumiya Imai (Hiiragi Kashima (voice))"
260535,The Little Rascals Save the Day,Alex Zamm,"Jet Jurgensmeyer (Spanky)
Drew Justice (Alfalfa)
Jenna Ortega (Mary Ann)
Connor Berry (Stymie)
Camden Gray (Porky)"
10098,The Kid,Charlie Chaplin,"Charlie Chaplin (A Tramp)
Jackie Coogan (The Kid)
Carl Miller (The Man)
Edna Purviance (The Woman)
Albert Austin (Car Thief / Man in Shelter (uncredited))"
8963,Crimson Tide,Tony Scott,"Denzel Washington (Lt. Commander Ronald ""Ron"" Hunter)
Gene Hackman (Captain Franklin ""Frank"" Ramsey)
Matt Craven (Lt. Roy Zimmer)
George Dzundza (Chief of the Boat Cob)
Viggo Mortensen (Lt. Peter 'Weps' Ince)"
44683,Tinker Bell and the Great Fairy Rescue,Bradley Raymond,"Mae Whitman (Tinker Bell (voice))
Lauren Mote (Lizzy Griffiths (voice))
Michael Sheen (Dr. Griffiths (voice))
Pamela Adlon (Vidia (voice))
Lucy Liu (Silvermist (voice))"
32292,Guinea Pig: Mermaid in the Manhole,Hideshi Hino,"Shigeru Saiki (The Artist)
Mari Somei (The Mermaid)
Go Riju (Male Neighbor)
Masami Hisamoto (Female Neighbor)
Tsuyoshi Toshishige"
2064,While You Were Sleeping,Jon Turteltaub,"Sandra Bullock (Lucy Eleanor Moderatz)
Bill Pullman (Jack Callaghan)
Peter Gallagher (Peter Callaghan)
Peter Boyle (Ox Callaghan)
Jack Warden (Saul)"
6312,Brotherhood of the Wolf,Christophe Gans,"Samuel Le Bihan (Grégoire de Fronsac)
Vincent Cassel (Jean-François de Morangias)
Émilie Dequenne (Marianne de Morangias)
Monica Bellucci (Sylvia)
Jérémie Renier (Thomas d'Apcher)"
385103,Scoob!,Tony Cervone,"Will Forte (Shaggy Rogers (voice))
Frank Welker (Scooby-Doo / Pterodactyl (voice))
Mark Wahlberg (Blue Falcon (voice))
Jason Isaacs (Dick Dastardly (voice))
Ken Jeong (Dynomutt, Dog Wonder (voice))"
1241742,EKS,"Roman Perez Jr., Omar Deroca, Sigrid Polon","Yen Renee Durano (Lisa/Lara/Lilak)
Audrey Avila (Akio)
Albie Casiño (Dex)
Itan Magnaye (Gabo)
Raffy Tejada (Tatay)"
8769,Christine,John Carpenter,"Keith Gordon (Arnie Cunningham)
John Stockwell (Dennis Guilder)
Alexandra Paul (Leigh Cabot)
Robert Prosky (Will Darnell)
Harry Dean Stanton (Rudolph Junkins)"
419479,The Babysitter,McG,"Judah Lewis (Cole Johnson)
Samara Weaving (Bee)
Robbie Amell (Max)
Hana Mae Lee (Sonya)
Bella Thorne (Allison)"
934584,Rich Flu,Galder Gaztelu-Urrutia,"Mary Elizabeth Winstead (Laura Palmer)
Rafe Spall (Toni)
Lorraine Bracco (Martha)
Dixie Egerickx (Anna)
César Domboy (Christian)"
22897,It's Complicated,Nancy Meyers,"Meryl Streep (Jane Adler)
Alec Baldwin (Jake Adler)
Steve Martin (Adam Schaffer)
John Krasinski (Harley)
Caitlin FitzGerald (Lauren Adler)"
927547,All We Imagine as Light,Payal Kapadia,"Kani Kusruti (Prabha)
Divya Prabha (Anu)
Chhaya Kadam (Parvaty)
Hridhu Haroon (Shiaz)
Azees Nedumangad (Dr. Manoj)"
339967,Colossal,Nacho Vigalondo,"Anne Hathaway (Gloria)
Jason Sudeikis (Oscar)
Austin Stowell (Joel)
Tim Blake Nelson (Garth)
Dan Stevens (Tim)"
1495792,Veil of Chu,孙建社,"Jurat
文晴
Wang Kuirong
Shi Xuanru
Elton Tang"
66247,Muthu,K. S. Ravikumar,"Rajinikanth (Muthu / Muthu's father)
Meena (Ranganayaki)
Sarath Babu (Raja Malayasimman)
Radha Ravi (Ambalathar)
Senthil (Thennappan)"
1398,Stalker,Andrei Tarkovsky,"Alisa Freyndlikh (Stalker's Wife)
Aleksandr Kaydanovskiy (Stalker)
Anatoliy Solonitsyn (Writer)
Nikolay Grinko (Professor)
Natalya Abramova (Marta)"
58767,Sniper: Reloaded,Claudio Fäh,"Chad Michael Collins (Brandon Beckett)
Richard Sammel (Colonel Ralf Jäger)
Annabel Wright (Lt. Ellen Abramowitz)
Billy Zane (Richard Miller)
Justin Strydom (Vincent ""The Italian"" Masiello)"
1336928,McMansion,Joaquín Mazón,"Pablo Chiapella (Carlos)
Raquel Guerrero (Toñi)
María Córdoba (Estefanía)
Iñaki Miramón
Edurne"
197796,Beauty and the Beast,Christophe Gans,"Léa Seydoux (Belle)
Vincent Cassel (The Beast)
André Dussollier (Belle's Father)
Eduardo Noriega (Perducas)
Myriam Charleins (Astrid)"
873,The Color Purple,Steven Spielberg,"Danny Glover (Albert)
Whoopi Goldberg (Celie)
Margaret Avery (Shug Avery)
Oprah Winfrey (Sofia)
Willard E. Pugh (Harpo)"
1119106,"If My Favorite Pop Idol Made It to the Budokan, I Would Die: The Movie",Kentaro Otani,"Sayuri Matsumura (Eripiyo)
Himena Irei (Ichii Maina)
Riho Nakamura (Igarashi​ Reo)
Miu Wada (Yokota Aya)
Momoe Mori (Matsuyama Sorane)"
624479,Superman II: The Richard Donner Cut,Richard Donner,"Christopher Reeve (Clark Kent / Superman)
Margot Kidder (Lois Lane)
Gene Hackman (Lex Luthor)
Marlon Brando (Jor-El)
Ned Beatty (Otis)"
11449,The Amityville Horror,Stuart Rosenberg,"James Brolin (George Lutz)
Margot Kidder (Kathy Lutz)
Rod Steiger (Father Delaney)
Don Stroud (Father Richard Bolen)
Murray Hamilton (Father Ryan)"
7735,The Wave,Dennis Gansel,"Jürgen Vogel (Rainer Wenger)
Frederick Lau (Tim)
Max Riemelt (Marco)
Jennifer Ulrich (Karo)
Christiane Paul (Anke Wenger)"
22490,The Women,George Cukor,"Norma Shearer (Mary Haines)
Joan Crawford (Crystal Allen)
Rosalind Russell (Sylvia Fowler)
Mary Boland (The Countess De Lave)
Paulette Goddard (Miriam Aarons)"
1400224,Boy Kaldag,Roman Perez Jr.,"Benz Sangalang (Dax)
Benz Sangalang (Dax)
Dyessa Garcia (Bettina)
Dyessa Garcia (Bettina)
Aiko Garcia (Nurse Gina)"
2517,Nobody Knows,Hirokazu Kore-eda,"Yuya Yagira (Akira)
Ayu Kitaura (Kyoko)
Hiei Kimura (Shigeru)
Momoko Shimizu (Yuki)
Hanae Kan (Saki)"
301502,Blonde,Andrew Dominik,"Ana de Armas (Norma Jeane / Marilyn Monroe)
Adrien Brody (The Playwright)
Bobby Cannavale (The Ex-Athlete)
Sara Paxton (Miss Flynn)
Lucy DeVito (Ex-Athlete's Niece)"
716814,The Wait,Aku Louhimies,"Inka Kallén (Elli)
Aku Hirviniemi (Mikko)
Andrei Alén (Olavi)
Adeliina Arajuuri (Liina)
Eino Heiskanen (Tavela)"
6615,Lars and the Real Girl,Craig Gillespie,"Ryan Gosling (Lars Lindstrom)
Emily Mortimer (Karin)
Paul Schneider (Gus)
R.D. Reid (Reverand Bock)
Kelli Garner (Margo)"
10536,The Italian Job,Peter Collinson,"Michael Caine (Charlie Croker)
Noël Coward (Mr. Bridger)
Benny Hill (Professor Simon Peach)
Margaret Blye (Lorna)
Raf Vallone (Altabani)"
9595,Hot Shots!,Jim Abrahams,"Charlie Sheen (Topper Harley / Rhett Butler / Superman)
Cary Elwes (Kent Gregory)
Valeria Golino (Ramada Thompson / Scarlett O'Hara / Lois Lane)
Lloyd Bridges (Admiral Benson)
Kevin Dunn (Lt. Commander Block)"
1163974,The Karma of Sex,Stephan Yip Tin-Hang,"Gong Xuehua
Tom Poon
Bobby Yip Kin-Sang
Philip Keung Ho-Man"
4512,The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,"Brad Pitt (Jesse James)
Casey Affleck (Robert Ford)
Sam Rockwell (Charley Ford)
Paul Schneider (Dick Liddil)
Jeremy Renner (Wood Hite)"
15196,Clue,Jonathan Lynn,"Tim Curry (Wadsworth)
Eileen Brennan (Mrs. Peacock)
Madeline Kahn (Mrs. White)
Christopher Lloyd (Professor Plum)
Michael McKean (Mr. Green)"
604822,Vanguard,Stanley Tong Gwai-Lai,"Jackie Chan (Tang Huanting)
Yang Yang (Lei Zhenyu)
Allen (Zhang Kaixuan)
Miya Muqi (Miya)
Xu Ruohan (Fareeda)"
10057,The Three Musketeers,Stephen Herek,"Chris O'Donnell (D'Artagnan)
Kiefer Sutherland (Athos)
Oliver Platt (Porthos)
Charlie Sheen (Aramis)
Tim Curry (Cardinal Richelieu)"
1023915,2073,Asif Kapadia,"Samantha Morton (Ghost)
Naomi Ackie (Professor)
Hector Hewer (Jack)"
9594,Double Impact,Sheldon Lettich,"Jean-Claude Van Damme (Alex / Chad Wagner)
Geoffrey Lewis (Frank Avery)
Alonna Shaw (Danielle Wilde)
Bolo Yeung Sze (Moon)
Cory Everson (Kara)"
866,Finding Neverland,Marc Forster,"Johnny Depp (Sir James Matthew Barrie)
Kate Winslet (Sylvia Llewelyn Davies)
Julie Christie (Mrs. Emma du Maurier)
Dustin Hoffman (Charles Frohman)
Freddie Highmore (Peter Llewelyn Davies)"
1310741,A Brother and 7 Siblings,Yandy Laurens,"Chicco Kurniawan (Moko)
Amanda Rawles (Maurin)
Fatih Unru (Woko)
Freya Jayawardana (Nina)
Ahmad Nadif (Rivano / Ano)"
534179,Mother's Friends,Lee Ri-dan,"Dae Ho
Se Ah
Lee Yoo-chan
Yoo Ri"
167,K-PAX,Iain Softley,"Jeff Bridges (Dr. Mark Powell)
Kevin Spacey (Prot)
Mary McCormack (Rachel Powell)
Alfre Woodard (Claudia Villars)
Ajay Naidu (Dr. Chakaraborty)"
10172,Are We Done Yet?,Steve Carr,"Ice Cube (Nick Persons)
Nia Long (Suzanne Persons)
John C. McGinley (Chuck Mitchell, Jr.)
Aleisha Allen (Lindsey Persons)
Philip Bolden (Kevin Persons)"
10715,Looney Tunes: Back in Action,Joe Dante,"Brendan Fraser (DJ Drake / Tasmanian Devil (voice) / She-Devil (voice) / Self)
Jenna Elfman (Kate)
Steve Martin (Mr. Chairman)
Joe Alaskey (Bugs Bunny-Daffy Duck / Beaky Buzzard / Sylvester / Mama Bear (voice))
Jeff Bennett (Yosemite Sam / Foghorn Leghorn / Nasty Canasta (voice))"
254904,The November Man,Roger Donaldson,"Pierce Brosnan (Peter H. Devereaux)
Luke Bracey (David Mason)
Olga Kurylenko (Alice Fournier)
Bill Smitrovich (Hanley)
Amila Terzimehić (Alexa)"
30827,Deep Throat Part II,Joseph W. Sarno,"Linda Lovelace (Nurse Lovelace)
Harry Reems (Doctor Jayson)
Levi Richards (Dilbert Lamb)
Chris Jordan (Sonya Toroscova)
Andrea True (Whacker Attacker)"
9064,Hellbound: Hellraiser II,Tony Randel,"Ashley Laurence (Kirsty Cotton)
Clare Higgins (Julia Cotton)
Kenneth Cranham (Dr. Philip Channard / Channard Cenobite)
Imogen Boorman (Tiffany)
William Hope (Kyle MacRae)"
921,Cinderella Man,Ron Howard,"Russell Crowe (Jim Braddock)
Renée Zellweger (Mae Braddock)
Paul Giamatti (Joe Gould)
Craig Bierko (Max Baer)
Paddy Considine (Mike Wilson)"
2405,Joseph,Roger Young,"Ben Kingsley (Potifar)
Paul Mercurio (Josef)
Dominique Sanda (Lea)
Lesley Ann Warren (Potifars Frau)
Martin Landau (Jakob)"
532067,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,Takaomi Kanasaki,"Jun Fukushima (Kazuma Satou (voice))
Rie Takahashi (Megumin (voice))
Sora Amamiya (Aqua (voice))
Ai Kayano (Lalatina 'Darkness' Dustiness Ford (voice))
Yui Horie (Wiz (voice))"
16119,Cinderella III: A Twist in Time,Frank Nissen,"Jennifer Hale (Cinderella (voice))
Christopher Daniel Barnes (Prince Charming (voice))
Susanne Blakeslee (Lady Tremaine (voice))
Tress MacNeille (Anastasia (voice))
Russi Taylor (The Fairy Godmother / Drizella (voice))"
1210794,Trouble,Jon Holmberg,"Filip Berg (Conny)
Amy Deasismont (Diana)
Joakim Sällquist (Musse)
Eva Melander (Helena)
Måns Nathanaelson (Hasse)"
14306,Marley & Me,David Frankel,"Owen Wilson (John Grogan)
Jennifer Aniston (Jennifer Grogan)
Eric Dane (Sebastian Tunney)
Kathleen Turner (Ms. Kornblut)
Alan Arkin (Arnie Klein)"
387847,My Friend's Older Sister,Chae Gil-byeong,"Park Cho-hyeon (Jo Hui-jin)
Min Joon (Oh Jun-soo)
Ahn So-yoon (Choi Mi-na)
Joo In-cheol (Han Jae-suk)
Seo Joon-yeol (Jo Hui-kyu)"
567748,The Guilty,Antoine Fuqua,"Jake Gyllenhaal (Joe Baylor)
Ethan Hawke (Sgt. Bill Miller (voice))
Riley Keough (Emily Lighton (voice))
Peter Sarsgaard (Henry Fisher (voice))
Christina Vidal (Sgt. Denise Wade)"
159045,The Strange Love of Molly Louvain,Michael Curtiz,"Ann Dvorak (Madeleine Maude 'Molly' Louvain)
Lee Tracy (Scott 'Scotty' Cornell)
Richard Cromwell (James 'Jimmy' Cook)
Guy Kibbee (Pop, a Policeman)
Leslie Fenton (Nick 'Nicky' Grant)"
613689,Makmum,Hadrah Daeng Ratu,"Titi Kamal (Rini)
Tissa Biani (Nurul)
Bianca Hello (Nissa)
Adila Fitri (Putri)
Ali Syakieb (Ganda)"
10590,We Were Soldiers,Randall Wallace,"Mel Gibson (Lt. Col. Hal Moore)
Madeleine Stowe (Julie Moore)
Greg Kinnear (Maj. Bruce 'Snake' Crandall)
Sam Elliott (Sgt. Maj. Basil Plumley)
Chris Klein (2nd Lt. Jack Geoghegan)"
862965,Emily the Criminal,John Patton Ford,"Aubrey Plaza (Emily)
Theo Rossi (Youcef)
Megalyn Echikunwoke (Liz)
Gina Gershon (Alice)
Jonathan Avigdori (Khalil)"
7461,Vantage Point,Pete Travis,"Dennis Quaid (Thomas Barnes)
Matthew Fox (Kent Taylor)
Forest Whitaker (Howard Lewis)
Sigourney Weaver (Rex Brooks)
William Hurt (President Ashton)"
1242454,Mr. Burton,Marc Evans,"Toby Jones (Philip Burton)
Harry Lawtey (Richard Jenkins Jr.)
Steffan Rhodri (Dic Jenkins)
Daniel Evans
Aimee-Ffion Edwards (Cecilia 'Cis' Jenkins)"
11453,Deuce Bigalow: European Gigolo,Mike Bigelow,"Rob Schneider (Deuce Bigalow)
Eddie Griffin (T.J. Hicks)
Jeroen Krabbé (Gaspar Voorsboch)
Til Schweiger (Heinz Hummer)
Douglas Sills (Chadsworth Buckingham, III)"
298583,All Roads Lead to Rome,Ella Lemhagen,"Sarah Jessica Parker (Maggie)
Paz Vega (Giulia Carni)
Claudia Cardinale (Carmen)
Raoul Bova (Luca)
Rosie Day (Summer)"
12146,The Missing,Ron Howard,"Cate Blanchett (Maggie Gilkeson)
Cate Blanchett (Maggie Gilkeson)
Tommy Lee Jones (Samuel Jones)
Tommy Lee Jones (Samuel Jones)
Evan Rachel Wood (Lilly Gilkeson)"
7972,Before the Devil Knows You're Dead,Sidney Lumet,"Philip Seymour Hoffman (Andy Hanson)
Ethan Hawke (Hank Hanson)
Albert Finney (Charles Hanson)
Marisa Tomei (Gina Hanson)
Aleksa Palladino (Chris Lasorda)"
846,The X-Files,Rob Bowman,"David Duchovny (Agent Fox Mulder)
Gillian Anderson (Agent Dana Scully)
Mitch Pileggi (Assistant Director Walter Skinner)
William B. Davis (The Cigarette-Smoking Man)
John Neville (The Well-Manicured Man)"
1359227,LEGO Marvel Avengers: Mission Demolition,Ken Cunningham,"Will Friedle (Dennis / Demolition Man (voice))
Kevin Smith (Terry / Terrax (voice))
John Stamos (Iron Man (voice))
Roger Craig Smith (Steve Rogers / Captain America / Frank Castle / The Thing (voice))
Ogie Banks (Sam Wilson / Captain America / Soda Cup Vendor / Coffee Vendor (voice))"
398173,The House That Jack Built,Lars von Trier,"Matt Dillon (Jack)
Bruno Ganz (Verge)
Uma Thurman (Lady 1)
Siobhan Fallon Hogan (Lady 2)
Sofie Gråbøl (Lady 3)"
59961,Safe House,Daniel Espinosa,"Denzel Washington (Tobin Frost)
Ryan Reynolds (Matt Weston)
Vera Farmiga (Catherine Linklater)
Brendan Gleeson (David Barlow)
Sam Shepard (Harlan Whitford)"
11355,Never Been Kissed,Raja Gosnell,"Drew Barrymore (Josie Geller)
David Arquette (Rob Geller)
Molly Shannon (Anita)
Michael Vartan (Sam Coulson)
Jessica Alba (Kirsten)"
13394,Shrek the Halls,Gary Trousdale,"Mike Myers (Shrek (voice))
Eddie Murphy (Donkey (voice))
Cameron Diaz (Princess Fiona (voice))
Antonio Banderas (Puss in Boots (voice))
Cody Cameron (Pinocchio / Three Pigs (voice))"
615904,Marry Me,Kat Coiro,"Jennifer Lopez (Kat Valdez)
Owen Wilson (Charlie Gilbert)
Maluma (Bastian)
John Bradley (Colin)
Sarah Silverman (Parker Debbs)"
16907,Naruto the Movie: Ninja Clash in the Land of Snow,Tensai Okamura,"Junko Takeuchi (Naruto Uzumaki (voice))
Chie Nakamura (Sakura Haruno (voice))
Noriaki Sugiyama (Sasuke Uchiha (voice))
Kazuhiko Inoue (Kakashi Hatake (voice))
Hidehiko Ishizuka (Sōsetsu Kazahana (voice))"
1691,Hostel: Part II,Eli Roth,"Lauren German (Beth)
Heather Matarazzo (Lorna)
Bijou Phillips (Whitney)
Vera Jordanova (Axelle)
Jay Hernandez (Paxton)"
1648,Bill & Ted's Excellent Adventure,Stephen Herek,"Keanu Reeves (Ted 'Theodore' Logan)
Alex Winter (Bill S. Preston)
George Carlin (Rufus)
Terry Camilleri (Napoleon)
Dan Shor (Billy the Kid)"
830764,Pet Sematary: Bloodlines,Lindsey Anderson Beer,"Jackson White (Jud)
Forrest Goodluck (Manny)
Jack Mulhern (Timmy Baterman)
Henry Thomas (Dan Crandall)
Natalie Alyn Lind (Norma)"
193893,Let's Be Cops,Luke Greenfield,"Jake Johnson (Ryan Davis)
Damon Wayans Jr. (Justin Chang)
Rob Riggle (Officer Segars)
Nina Dobrev (Josie)
James D'Arcy (Mossi)"
123025,"Batman: The Dark Knight Returns, Part 1",Jay Oliva,"Peter Weller (Batman / Bruce Wayne (voice))
Ariel Winter (Robin / Carrie Kelley (voice))
David Selby (James Gordon (voice))
Wade Williams (Harvey Dent / Two-Face (voice))
Michael McKean (Dr. Bartholomew Wolper (voice))"
228805,Detective Conan: Private Eye in the Distant Sea,Kobun Shizuno,"Minami Takayama (Conan Edogawa (voice))
Kappei Yamaguchi (Shinichi Kudo (voice))
Wakana Yamazaki (Ran Mouri (voice))
Rikiya Koyama (Kogoro Mouri (voice))
Megumi Hayashibara (Ai Haibara (voice))"
1226004,新・ヒロイン危機一髪!!05 星撃戦隊チャージV　～チャージホワイトVS1億三千万人～,Kanzo Matsuura,Hina Makimura
1113421,The Uninvited,Nadia Conners,"Elizabeth Reaser (Rose)
Walton Goggins (Sammy)
Lois Smith (Helen)
Eva De Dominici (Delia)
Rufus Sewell (Gerald)"
342737,20th Century Women,Mike Mills,"Annette Bening (Dorothea)
Elle Fanning (Julie)
Greta Gerwig (Abbie)
Billy Crudup (William)
Lucas Jade Zumann (Jamie)"
18501,Gamer,"Mark Neveldine, Brian Taylor","Gerard Butler (Kable)
Amber Valletta (Angie)
Michael C. Hall (Ken Castle)
Kyra Sedgwick (Gina Parker Smith)
Logan Lerman (Simon)"
8645,The Happening,M. Night Shyamalan,"Mark Wahlberg (Elliot Moore)
Zooey Deschanel (Alma Moore)
John Leguizamo (Julian)
Ashlyn Sanchez (Jess)
Betty Buckley (Mrs. Jones)"
11335,Popeye,Robert Altman,"Robin Williams (Popeye)
Shelley Duvall (Olive Oyl)
Ray Walston (Poopdeck Pappy)
Paul Dooley (Wimpy)
Paul L. Smith (Bluto)"
790,The Fog,John Carpenter,"Adrienne Barbeau (Stevie Wayne)
Hal Holbrook (Father Malone)
Janet Leigh (Kathy Williams)
Tom Atkins (Nick Castle)
Jamie Lee Curtis (Elizabeth Solley)"
461130,Code 8,Jeff Chan,"Robbie Amell (Connor Reed)
Stephen Amell (Garrett)
Kari Matchett (Mary Reed)
Penny Eizenga (Receptionist)
Lawrence Bayne (Big Joe)"
15357,District 13: Ultimatum,Patrick Alessandrin,"Cyril Raffaelli (Damien)
David Belle (Leïto)
Philippe Torreton (Le Président de la République)
Daniel Duval (Walter Gassman)
Elodie Yung (Tao)"
28966,Wings,William A. Wellman,"Clara Bow (Mary Preston)
Charles 'Buddy' Rogers (Jack Powell)
Richard Arlen (David Armstrong)
Jobyna Ralston (Sylvia Lewis)
El Brendel (Herman Schwimpf)"
433861,Lamog,Carlo Alvarez,"Maui Taylor (Lila, Eddie's ex-girlfriend)
Emil Sandoval
Ace Castro (Eddie)
Ruth Russel (Eddie's girlfriend)
Chris Evert"
1404380,Saptha Kandam,Prasanth Sasi,Sreelakshmi Aravindakshan
1145491,Operation Black Ops,Jamaal Burden,"Tito Ortiz (Noah)
Cristiane Justino (Chicago)
Kelsey Johnson (Venona)
Mike Ferguson (Schroder)
Mike Markoff (Parker)"
755566,Day Shift,J.J. Perry,"Jamie Foxx (Bud Jablonski)
Dave Franco (Seth)
Natasha Liu Bordizzo (Heather)
Meagan Good (Jocelyn Jablonski)
Zion Broadnax (Paige Jablonski)"
77866,Contraband,Baltasar Kormákur,"Mark Wahlberg (Chris Farraday)
Kate Beckinsale (Kate Farraday)
Ben Foster (Sebastian Abney)
Giovanni Ribisi (Tim Briggs)
Lukas Haas (Danny Raymer)"
10673,Wall Street,Oliver Stone,"Michael Douglas (Gordon Gekko)
Charlie Sheen (Bud Fox)
Martin Sheen (Carl Fox)
Daryl Hannah (Darien Taylor)
John C. McGinley (Marvin)"
14624,The Ultimate Gift,Michael O. Sajbel,"Drew Fuller (Jason Stevens)
Abigail Breslin (Emily Rose)
James Garner (Howard 'Red' Stevens)
Bill Cobbs (Ted Hamilton)
Ali Hillis (Alexia)"
12279,Spy Kids 3-D: Game Over,Robert Rodriguez,"Daryl Sabara (Juni Cortez)
Ricardo Montalban (Grandfather)
Alexa PenaVega (Carmen Cortez)
Sylvester Stallone (Toymaker)
Courtney Jines (Demetra)"
1294947,Let Me Be with You,Isaac Cherem,"Andrea Sutton Chávez (Lucía)
Aksel Gomez (Bruno)
Silvia Navarro (Raquel)
Johanna Murillo (Carmen)
Anna Díaz (Maite)"
1547,The Lost Boys,Joel Schumacher,"Jason Patric (Michael Emerson)
Corey Haim (Sam Emerson)
Dianne Wiest (Lucy Emerson)
Barnard Hughes (Grandpa)
Edward Herrmann (Max)"
72976,Lincoln,Steven Spielberg,"Daniel Day-Lewis (Abraham Lincoln)
Sally Field (Mary Todd Lincoln)
David Strathairn (William Seward)
Joseph Gordon-Levitt (Robert Lincoln)
James Spader (W.N. Bilbo)"
20178,World's Greatest Dad,Bobcat Goldthwait,"Robin Williams (Lance Clayton)
Alexie Gilmore (Claire Reed)
Daryl Sabara (Kyle Clayton)
Evan Martin (Andrew Troutman)
Geoff Pierson (Principal Wyatt Anderson)"
38810,Dogtooth,Yorgos Lanthimos,"Christos Stergioglou (Father)
Michele Valley (Mother)
Hristos Passalis (Son)
Angeliki Papoulia (Older Daughter)
Mary Tsoni (Younger Daughter)"
929563,Big City Greens the Movie: Spacecation,Anna O'Brian,"Chris Houghton (Cricket Green (voice))
Marieve Herington (Tilly Green (voice))
Artemis Pebdani (Alice 'Gramma' Green (voice))
Wendi McLendon-Covey (Nancy Green (voice))
Bob Joles (Bill Green (voice))"
347123,All the Way,Jay Roach,"Bryan Cranston (Lyndon B. Johnson)
Anthony Mackie (Martin Luther King, Jr.)
Melissa Leo (Lady Bird Johnson)
Frank Langella (Sen. Richard Russell)
Bradley Whitford (Hubert Humphrey)"
30830,Fantasm Comes Again,Colin Eggleston,"Uschi Digard (Leslie)
Cheryl Smith (Carol)
Serena (Imogene)
William Margold (Mr. Davis / Tony)
Rick Cassidy (Mr. Bates)"
844398,Shattered,Luis Prieto,"Cameron Monaghan (Chris Decker)
Lilly Krug (Skyler 'Sky' Webb)
Frank Grillo (Sebastian)
Sasha Luss (Jamie Decker)
John Malkovich (Ronald)"
12225,Cashback,Sean Ellis,"Sean Biggerstaff (Ben Willis)
Emilia Fox (Sharon Pintey)
Shaun Evans (Sean Higgins)
Michael Dixon (Barry Brickman)
Michelle Ryan (Suzy)"
664280,David Attenborough: A Life on Our Planet,"Alastair Fothergill, Keith Scholey, Jonathan Hughes","David Attenborough (Self)
Max Hughes (Young David)"
1321952,"Sofia, the Possession",Guillermo Barreira Pérez,"Sara Jiménez (Sofía)
Ángela Arellano (Lorena)
Lara Boedo (Marta)
Oti Manzano (Rosario)
Magdalena Brotto (Elena)"
55341,Jeepers Creepers 3,Victor Salva,"Stan Shaw (Sheriff Tashtego)
Gabrielle Haugh (Addison Brandon)
Jonathan Breck (The Creeper)
Brandon Smith (Sgt. David Tubbs)
Meg Foster (Gaylen Brandon)"
1180634,The Children's Train,Cristina Comencini,"Barbara Ronchi (Derna)
Serena Rossi (Antonietta)
Christian Cervone (Amerigo)
Stefano Accorsi (Amerigo Adulto)
Francesco Di Leva (Capa ‘e Fierro)"
57212,War Horse,Steven Spielberg,"Jeremy Irvine (Albert Narracott)
Peter Mullan (Ted Narracott)
Emily Watson (Rose Narracott)
Niels Arestrup (Grandfather)
David Thewlis (Lyons)"
21506,Noroi: The Curse,Koji Shiraishi,"Jin Muraki (Masafumi Kobayashi)
Tomono Kuga (Junko Ishii)
Marika Matsumoto (Self)
Satoru Jitsunashi (Mitsuo Hori)
Rio Kanno (Kana Yano)"
1688,Conquest of the Planet of the Apes,J. Lee Thompson,"Roddy McDowall (Caesar)
Don Murray (Breck)
Ricardo Montalban (Armando)
Hari Rhodes (MacDonald)
Severn Darden (Kolp)"
39203,Detective Conan: Magician of the Silver Sky,Yasuichiro Yamamoto,"Minami Takayama (Conan Edogawa (voice))
Kappei Yamaguchi (Kaito Kid / Shinichi Kudou (voice))
Wakana Yamazaki (Ran Mouri (voice))
Akira Kamiya (Kogoro Mouri (voice))
Naoko Matsui (Sonoko Suzuki (voice))"
