movie_id,movie_title,director(s),top_5_cast
1032823,Trap,M. Night Shyamalan,"Josh Hartnett (Cooper)
Ariel Donoghue (Riley)
Saleka Night Shyamalan (Lady Raven)
Alison Pill (Rachel)
Hayley Mills (Dr. Josephine Grant)"
136799,Trolls,Mike Mitchell,"Anna Kendrick (Poppy (voice))
Justin Timberlake (Branch (voice))
Zooey Deschanel (Bridget (voice))
Christopher Mintz-Plasse (King Gristle (voice))
Christine Baranski (Chef (voice))"
232672,Blended,Frank Coraci,"Adam Sandler (Jim)
Drew Barrymore (Lauren)
Kevin Nealon (Eddy)
Terry Crews (Nickens)
Wendi McLendon-Covey (Jen)"
38234,Undisputed III: Redemption,Isaac Florentine,"Scott Adkins (Yuri Boyka)
Mykel Shannon Jenkins (Turbo)
Mark Ivanir (Gaga)
Hristo Shopov (Warden Kuss)
Marko Zaror (Raul 'Dolor' Quinones)"
3049,Ace Ventura: Pet Detective,Tom Shadyac,"Jim Carrey (Ace Ventura)
Courteney Cox (Melissa)
Sean Young (Einhorn)
Tone Loc (Emilio)
Dan Marino (Dan Marino)"
440617,Family Reconstruction,N/A,"Yoon Se-na
Baek Se-ri
Sin Seong-hoon (Gwang-sik)
Kim Yo-seob (Myeong-ho)"
8960,Hancock,Peter Berg,"Will Smith (John Hancock)
Charlize Theron (Mary)
Jason Bateman (Ray)
Jae Head (Aaron)
Eddie Marsan (Red)"
1572,Die Hard: With a Vengeance,John McTiernan,"Bruce Willis (John McClane)
Samuel L. Jackson (Zeus Carver)
Jeremy Irons (Simon)
Larry Bryggman (Chief Walter Cobb)
Graham Greene (Joe Lambert)"
646097,Rebel Ridge,Jeremy Saulnier,"Aaron Pierre (Terry Richmond)
Don Johnson (Chief Sandy Burnne)
AnnaSophia Robb (Summer McBride)
Emory Cohen (Officer Steve Lann)
David Denman (Officer Evan Marston)"
81231,The Linnet,Witold Leszczyński,"Krzysztof Majchrzak (Kaziuk Bartoszewicz)
Anna Seniuk (Handzia)
Joanna Sienkiewicz (Teacher Jola)
Jerzy Block (Józef)
Marek Siudym (Michał)"
476669,The King's Man,Matthew Vaughn,"Ralph Fiennes (Orlando Oxford)
Gemma Arterton (Polly)
Rhys Ifans (Grigori Rasputin)
Matthew Goode (Morton)
Tom Hollander (King George / Kaiser Wilhelm / Tsar Nicholas)"
1380682,The Last Rodeo,Jon Avnet,"Neal McDonough (Joe Wainwright)
Mykelti Williamson (Charlie Williamson)
Sarah Jones (Sally Wainwright)
Christopher McDonald (Jimmy Mack)
Daylon Swearingen (Billy Hamilton)"
516486,Greyhound,Aaron Schneider,"Tom Hanks (Commander Krause)
Stephen Graham (Charlie Cole)
Rob Morgan (Cleveland)
Josh Wiggins (Talker #1)
Tom Brittney (Lt. Watson)"
1513538,The Kim Kardashian Diamond Heist,N/A,Kim Kardashian
4233,Scream 2,Wes Craven,"Neve Campbell (Sidney Prescott)
Courteney Cox (Gale Weathers)
David Arquette (Dewey Riley)
Jerry O'Connell (Derek Feldman)
Timothy Olyphant (Mickey Altieri)"
81188,Rise of the Guardians,Peter Ramsey,"Chris Pine (Jack Frost (voice))
Alec Baldwin (North (voice))
Jude Law (Pitch (voice))
Isla Fisher (Tooth (voice))
Hugh Jackman (Bunny (voice))"
360920,The Grinch,"Yarrow Cheney, Scott Mosier","Benedict Cumberbatch (Grinch (voice))
Rashida Jones (Donna Lou Who (voice))
Kenan Thompson (Bricklebaum (voice))
Cameron Seely (Cindy Lou Who (voice))
Angela Lansbury (Mayor McGerkle (voice))"
1154215,Elyas,Florent-Emilio Siri,"Roschdy Zem (Elyas)
Laëtitia Eïdo (Amina)
Nabil Elouahabi (El Saïd)
Sherwan Haji (Jamal)
Dimitri Storoge (Yann)"
1472668,Wick Is Pain,Jeffrey Doe,"Keanu Reeves (Self)
Chad Stahelski (Self)
David Leitch (Self)
Jackson Spidell (Self)
Basil Iwanyk (Self)"
114150,Pitch Perfect,Jason Moore,"Anna Kendrick (Beca Mitchell)
Brittany Snow (Chloe Beale)
Anna Camp (Aubrey Posen)
Rebel Wilson (Fat Amy)
Ester Dean (Cynthia Rose)"
810693,Jujutsu Kaisen 0,Sunghoo Park,"Megumi Ogata (Yuta Okkotsu (voice))
Kana Hanazawa (Rika Orimoto (voice))
Yuichi Nakamura (Satoru Gojo (voice))
Takahiro Sakurai (Suguru Geto (voice))
Mikako Komatsu (Maki Zen'in (voice))"
11824,Teen Wolf,Rod Daniel,"Michael J. Fox (Scott Howard)
James Hampton (Harold Howard)
Susan Ursitti (Lisa 'Boof' Marconi)
Jerry Levine (Rupert 'Stiles' Stilinski)
Matt Adler (Lewis)"
187,Sin City,"Robert Rodriguez, Frank Miller","Bruce Willis (Hartigan)
Jessica Alba (Nancy)
Clive Owen (Dwight)
Mickey Rourke (Marv)
Rutger Hauer (Cardinal Roark)"
1593,Night at the Museum,Shawn Levy,"Ben Stiller (Larry Daley)
Carla Gugino (Rebecca)
Dick Van Dyke (Cecil)
Mickey Rooney (Gus)
Bill Cobbs (Reginald)"
112160,Sexual Chronicles of a French Family,"Pascal Arnold, Jean-Marc Barr","Mathias Melloul (Romain)
Valérie Maës (Claire)
Stephan Hersoen (Hervé)
Pierre Perrier (Maxime)
Yan Brian (Michel)"
339964,Valerian and the City of a Thousand Planets,Luc Besson,"Dane DeHaan (Valerian)
Cara Delevingne (Laureline)
Clive Owen (Commander Arün Filitt)
Rihanna (Bubble)
Ethan Hawke (Jolly the Pimp)"
1893,Star Wars: Episode I - The Phantom Menace,George Lucas,"Liam Neeson (Qui-Gon Jinn)
Ewan McGregor (Obi-Wan Kenobi)
Natalie Portman (Padmé Amidala)
Jake Lloyd (Anakin Skywalker)
Ian McDiarmid (Senator Palpatine)"
115290,Blue Lagoon: The Awakening,"Jake Newsome, Mikael Salomon","Indiana Evans (Emmaline 'Emma' Robinson)
Brenton Thwaites (Dean McMullen)
Denise Richards (Barbara Robinson)
Patrick St. Esprit (Jack McMullen)
Frank John Hughes (Phil Robinson)"
81005,Jack the Giant Slayer,Bryan Singer,"Nicholas Hoult (Jack)
Eleanor Tomlinson (Princess Isabelle)
Ewan McGregor (Elmont)
Stanley Tucci (Roderick)
Ian McShane (King Brahmwell)"
405774,Bird Box,Susanne Bier,"Sandra Bullock (Malorie Hayes)
Trevante Rhodes (Tom)
John Malkovich (Douglas)
Sarah Paulson (Jessica)
Jacki Weaver (Cheryl)"
411088,The Invisible Guest,Oriol Paulo,"Mario Casas (Adrián Doria)
Ana Wagener (Elvira)
Jose Coronado (Tomás Garrido)
Bárbara Lennie (Laura Vidal)
Francesc Orella (Félix Leiva)"
316029,The Greatest Showman,Michael Gracey,"Hugh Jackman (P. T. Barnum)
Zac Efron (Phillip Carlyle)
Michelle Williams (Charity Barnum)
Rebecca Ferguson (Jenny Lind)
Zendaya (Anne Wheeler)"
758323,The Pope's Exorcist,Julius Avery,"Russell Crowe (Father Gabriele Amorth)
Daniel Zovatto (Father Esquibel)
Alex Essoe (Julia)
Peter DeSouza-Feighoney (Henry)
Ralph Ineson (Asmodeus (voice))"
1541,Thelma & Louise,Ridley Scott,"Susan Sarandon (Louise)
Geena Davis (Thelma)
Harvey Keitel (Hal)
Michael Madsen (Jimmy)
Christopher McDonald (Darryl)"
938614,Late Night with the Devil,"Cameron Cairnes, Colin Cairnes","David Dastmalchian (Jack Delroy)
Laura Gordon (June Ross-Mitchell)
Ian Bliss (Carmichael Haig)
Fayssal Bazzi (Christou)
Ingrid Torelli (Lilly D'Abo)"
10545,The Hunchback of Notre Dame,"Gary Trousdale, Kirk Wise","Tom Hulce (Quasimodo (voice))
Demi Moore (Esmeralda (voice))
Kevin Kline (Phoebus (voice))
Tony Jay (Frollo (voice))
Charles Kimbrough (Gargoyle Victor (voice))"
536628,Megan,Greg Strasz,"Matilda Lutz (Megan Paulson)
Garret Sato (Ganu Yoshida)
Ralf Moeller (Driver)
Yuki Sakamoto (Akiko)
Edwin Modlin II (Captain Weaver)"
88,Dirty Dancing,Emile Ardolino,"Jennifer Grey (Frances ""Baby"" Houseman)
Patrick Swayze (Johnny Castle)
Jerry Orbach (Dr. Jake Houseman)
Cynthia Rhodes (Penny Johnson)
Jack Weston (Max Kellerman)"
788,Mrs. Doubtfire,Chris Columbus,"Robin Williams (Daniel Hillard / Mrs. Doubtfire)
Sally Field (Miranda Hillard)
Lisa Jakub (Lydia Hillard)
Matthew Lawrence (Chris Hillard)
Mara Wilson (Natalie Hillard)"
46195,Rio,Carlos Saldanha,"Jesse Eisenberg (Blu (voice))
Anne Hathaway (Jewel (voice))
Leslie Mann (Linda (voice))
Jane Lynch (Alice / Goose (voice))
will.i.am (Pedro (voice))"
929204,Wallace & Gromit: Vengeance Most Fowl,"Merlin Crossingham, Nick Park","Ben Whitehead (Wallace (voice))
Peter Kay (Chief Inspector Mackintosh (voice))
Lauren Patel (P.C. Mukherjee (voice))
Reece Shearsmith (Norbot (voice))
Diane Morgan (Onya Doorstep (voice))"
955555,The Roundup: No Way Out,Lee Sang-yong,"Don Lee (Ma Seok-do)
Lee Jun-hyuk (Joo Seong-cheol)
Munetaka Aoki (Riki)
Lee Beom-soo (Jang Tae-su)
Kim Min-jae (Kim Man-jae)"
916224,Suzume,Makoto Shinkai,"Nanoka Hara (Suzume Iwato (voice))
Hokuto Matsumura (Souta Munakata (voice))
Eri Fukatsu (Tamaki Iwato (voice))
Shota Sometani (Minoru Okabe (voice))
Sairi Ito (Rumi Ninomiya (voice))"
500664,Upgrade,Leigh Whannell,"Logan Marshall-Green (Grey Trace)
Betty Gabriel (Detective Cortez)
Harrison Gilbertson (Eron Keen)
Melanie Vallejo (Asha Trace)
Benedict Hardie (Fisk)"
7446,Tropic Thunder,Ben Stiller,"Ben Stiller (Tugg Speedman)
Robert Downey Jr. (Kirk Lazarus)
Jack Black (Jeff Portnoy)
Jay Baruchel (Kevin Sandusky)
Brandon T. Jackson (Alpa Chino)"
1091,The Thing,John Carpenter,"Kurt Russell (MacReady)
Keith David (Childs)
Wilford Brimley (Blair)
T.K. Carter (Nauls)
David Clennon (Palmer)"
2034,Training Day,Antoine Fuqua,"Denzel Washington (Alonzo)
Ethan Hawke (Jake)
Scott Glenn (Roger)
Tom Berenger (Stan Gursky)
Harris Yulin (Doug Rosselli)"
281338,War for the Planet of the Apes,Matt Reeves,"Andy Serkis (Caesar)
Woody Harrelson (The Colonel)
Karin Konoval (Maurice)
Terry Notary (Rocket)
Steve Zahn (Bad Ape)"
395992,Life,Daniel Espinosa,"Jake Gyllenhaal (Dr. David Jordan)
Ryan Reynolds (Rory Adams)
Rebecca Ferguson (Miranda North)
Hiroyuki Sanada (Sho Murakami)
Olga Dihovichnaya (Ekaterina Golovkina)"
867,Sliver,Phillip Noyce,"Sharon Stone (Carly Norris)
William Baldwin (Zeke Hawkins)
Tom Berenger (Jack Lansford)
Polly Walker (Vida Warren)
Colleen Camp (Judy Marks)"
65754,The Girl with the Dragon Tattoo,David Fincher,"Daniel Craig (Mikael Blomkvist)
Rooney Mara (Lisbeth Salander)
Christopher Plummer (Henrik Vanger)
Stellan Skarsgård (Martin Vanger)
Robin Wright (Erika Berger)"
1022796,Wish,"Chris Buck, Fawn Veerasunthorn","Ariana DeBose (Asha (voice))
Chris Pine (King Magnifico (voice))
Alan Tudyk (Valentino (voice))
Angelique Cabral (Queen Amaya (voice))
Victor Garber (Sabino (voice))"
146216,RED 2,Dean Parisot,"Bruce Willis (Frank Moses)
John Malkovich (Marvin Boggs)
Mary-Louise Parker (Sarah Ross)
Anthony Hopkins (Bailey)
Helen Mirren (Victoria)"
349310,My Old Sweetheart,Shin Seung-soo,"Choi Min-soo (Young-soo)
Shim Eun-ha (Yoo-ri)
Shin Seong-il"
6435,Practical Magic,Griffin Dunne,"Sandra Bullock (Sally Owens)
Nicole Kidman (Gillian Owens)
Stockard Channing (Aunt Frances)
Dianne Wiest (Aunt Jet)
Goran Višnjić (Jimmy Angelov)"
469028,Amazing Berendeev,Igor Voznesensky,"Sergey Obrazov (Sergey Berendeev)
Evgeniy Evstigneev (otets Berendeeva)
Aleksei Smirnov (Artur Bragin)
Lev Durov (Kopylov)
Boris Ivanov (Papakhanov)"
719221,Tarot,"Spenser Cohen, Anna Halberg","Harriet Slater (Haley)
Adain Bradley (Grant)
Avantika (Paige)
Jacob Batalon (Paxton)
Humberly González (Madeline)"
514593,You Should Have Left,David Koepp,"Kevin Bacon (Theo Conroy)
Amanda Seyfried (Susanna)
Avery Tiiu Essex (Ella)
Colin Blumenau (Shopkeeper)
Lowri Ann Richards (Welsh Woman)"
1388874,Boss Ma'am,Iar Arondaing,"Jenn Rosa (V.A.D.)
Vern Kaye (Charm)
Aerol Carmelo (Jojo)"
2503,The Bourne Ultimatum,Paul Greengrass,"Matt Damon (Jason Bourne)
Julia Stiles (Nicky Parsons)
David Strathairn (Noah Vosen)
Scott Glenn (CIA Director Ezra Kramer)
Paddy Considine (Simon Ross)"
1422211,The Pursuit of Lust,Batdelger Byambasvren,"STEPINSTONE
E.KHANDMAA
E.BATKHULEG"
1050161,Complete,Robert Schinkel,"Michael Epp (Brian)
Sanne Langelaar (Amy)
Mike Libanon (Albert)
Rochelle Deekman (Jennifer)
Loek Peters (William)"
614479,Insidious: The Red Door,Patrick Wilson,"Ty Simpkins (Dalton Lambert)
Patrick Wilson (Josh Lambert)
Rose Byrne (Renai Lambert)
Lin Shaye (Elise Rainier)
Sinclair Daniel (Chris Winslow)"
487297,What Men Want,Adam Shankman,"Taraji P. Henson (Alison 'Ali' Davis)
Aldis Hodge (Will)
Josh Brener (Brandon Wallace)
Tracy Morgan (Joe 'Dolla' Barry)
Shane Paul McGhie (Jamal Barry)"
1892,Return of the Jedi,Richard Marquand,"Mark Hamill (Luke Skywalker)
Harrison Ford (Han Solo)
Carrie Fisher (Princess Leia)
Billy Dee Williams (Lando Calrissian)
Anthony Daniels (C-3PO)"
316727,The Purge: Election Year,James DeMonaco,"Elizabeth Mitchell (Senator Charlie Roan)
Frank Grillo (Leo Barnes)
Mykelti Williamson (Joe Dixon)
Betty Gabriel (Laney Rucker)
J. J. Soria (Marcos)"
508,Love Actually,Richard Curtis,"Hugh Grant (The Prime Minister)
Alan Rickman (Harry)
Emma Thompson (Karen)
Liam Neeson (Daniel)
Martine McCutcheon (Natalie)"
324668,Jason Bourne,Paul Greengrass,"Matt Damon (Jason Bourne)
Tommy Lee Jones (CIA Director Robert Dewey)
Alicia Vikander (Heather Lee)
Vincent Cassel (Asset)
Julia Stiles (Nicky Parsons)"
686,Contact,Robert Zemeckis,"Jodie Foster (Ellie Arroway)
Matthew McConaughey (Palmer Joss)
James Woods (Michael Kitz)
John Hurt (S. R. Hadden)
Tom Skerritt (David Drumlin)"
10315,Fantastic Mr. Fox,Wes Anderson,"George Clooney (Mr. Fox (voice))
Meryl Streep (Felicity Fox (voice))
Jason Schwartzman (Ash Fox (voice))
Wallace Wolodarsky (Kylie (voice))
Eric Chase Anderson (Kristofferson Silverfox (voice))"
8909,Wanted,Timur Bekmambetov,"James McAvoy (Wesley Gibson)
Angelina Jolie (Fox)
Morgan Freeman (Sloan)
Terence Stamp (Pekwarsky)
Thomas Kretschmann (Cross)"
449443,Den of Thieves,Christian Gudegast,"Gerard Butler (""Big Nick"" O'Brien)
Pablo Schreiber (Ray Merrimen)
O'Shea Jackson Jr. (Donnie Wilson)
Meadow Williams (Holly)
Maurice Compte (Benny ""Borracho"" Magalon)"
11216,Cinema Paradiso,Giuseppe Tornatore,"Philippe Noiret (Alfredo)
Jacques Perrin (Salvatore 'Totò' Di Vita (adult))
Marco Leonardi (Salvatore 'Totò' Di Vita (teen))
Salvatore Cascio (Salvatore 'Totò' Di Vita (child))
Agnese Nano (Elena Mendola (teen) / Elena's daughter (in Director's cut))"
283366,Miss Peregrine's Home for Peculiar Children,Tim Burton,"Eva Green (Miss Peregrine)
Asa Butterfield (Jacob Portman)
Samuel L. Jackson (Barron)
Judi Dench (Miss Avocet)
Rupert Everett (Ornithologist)"
1202479,Opus,Mark Anthony Green,"Ayo Edebiri (Ariel Ecton)
John Malkovich (Alfred Moretti)
Juliette Lewis (Clara Armstrong)
Murray Bartlett (Stan Sullivan)
Melissa Chambers (Bianca Tyson)"
938,For a Few Dollars More,Sergio Leone,"Clint Eastwood (Manco)
Lee Van Cleef (Col. Douglas Mortimer)
Gian Maria Volonté (El Indio)
Luigi Pistilli (Groggy, Member of Indio's Gang)
Klaus Kinski (Juan Wild - The Hunchback)"
1165067,Cosmic Chaos,N/A,"Curtis Bechdholt (Ray Ashford)
Caroline Dhavernas (Ada (voice))
Ken Godmere (Hank)
Jeananne Goossen (Emiliana Newton)
Samantha Neale (Lux)"
522402,Finch,Miguel Sapochnik,"Tom Hanks (Finch)
Caleb Landry Jones (Jeff (voice))
Oscar Avila (Truck Driver (Flashback))
Lora Martinez-Cunningham (Mother (Flashback))
Marie Wagenman (Daughter (Flashback))"
627,Trainspotting,Danny Boyle,"Ewan McGregor (Renton)
Ewen Bremner (Spud)
Jonny Lee Miller (Sick Boy)
Kevin McKidd (Tommy)
Robert Carlyle (Begbie)"
45612,Source Code,Duncan Jones,"Jake Gyllenhaal (Colter Stevens)
Michelle Monaghan (Christina Warren)
Vera Farmiga (Colleen Goodwin)
Jeffrey Wright (Dr. Rutledge)
Michael Arden (Derek Frost)"
2454,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,"William Moseley (Peter Pevensie)
Anna Popplewell (Susan Pevensie)
Skandar Keynes (Edmund Pevensie)
Georgie Henley (Lucy Pevensie)
Ben Barnes (Prince Caspian)"
1081012,Aftermath,Patrick Lussier,"Dylan Sprouse (Eric Daniels)
Mason Gooding (Jimmy 'Romeo' Roken)
Dichen Lachman (Samantha 'Doc' Brown)
Megan Stott (Madeleine Daniels)
Kevin Chapman (Inspector Terry Grimes)"
184345,A Haunted House 2,Michael Tiddes,"Marlon Wayans (Malcolm)
Jaime Pressly (Megan)
Essence Atkins (Kisha)
Gabriel Iglesias (Miguel)
Missi Pyle (Noreen)"
675445,PAW Patrol: The Movie,Cal Brunker,"Tyler Perry (Gus (voice))
Ron Pardo (Humdinger / Turbot (voice))
Will Brisbin (Ryder (voice))
Kingsley Marshall (Marshall (Voice))
Keegan Hedley (Rubble (voice))"
125509,Wrong Turn 5: Bloodlines,Declan O'Brien,"Camilla Arfwedson (Sheriff Angela)
Doug Bradley (Maynard)
Borisa Tyutyundzhieva (Linda)
Roxanne McKee (Lita)
Paul Luebke (Gus)"
800378,Chikan Densha: OL Kando Kurabe,Takaaki Hashiguchi,"Rie Asai (Yuka)
Kiyomi Itō (Saori Hayami)
Akari Nishida (Tomoni, high school girl)
Matsumiya Saburo (Doctor)
Yutaka Ikejima (Nakazawa)"
28468,The Key,Tinto Brass,"Stefania Sandrelli (Teresa Rolfe)
Frank Finlay (Nino Rolfe)
Franco Branciaroli (Laszlo Apony)
Barbara Cupisti (Lisa Rolfe)
Armando Marra"
948549,Love Lies Bleeding,Rose Glass,"Kristen Stewart (Lou)
Katy O'Brian (Jackie)
Ed Harris (Lou Sr.)
Dave Franco (JJ)
Jena Malone (Beth)"
71672,Wrong Turn 4: Bloody Beginnings,Declan O'Brien,"Jennifer Pudavick (Kenia)
Tenika Davis (Sara)
Terra Vnesa (Jenna)
Kristen Harris (Dr. Annmarie McQuaid)
Kaitlyn Leeb (Bridget)"
1352774,Piglet,Andrea M. Catinella,"Alina Desmond (Kate)
Alex Butler (Piglet)
Shayli Reagan (Susie)
Lauren Staerck (Alex)
Valery Danko (Judith)"
1143407,Sky Force,"Abhishek Kapur, Sandeep Kewlani","Veer Pahariya (T. Krishna Vijaya 'Tabby')
Akshay Kumar (Kumar Om Ahuja 'Tiger')
Nimrat Kaur (Preeti Ahuja)
Sara Ali Khan (Geeta Vijaya)
Sharad Kelkar (Ahmed Hussain)"
189,Sin City: A Dame to Kill For,"Frank Miller, Robert Rodriguez","Jessica Alba (Nancy)
Bruce Willis (Hartigan)
Mickey Rourke (Marv)
Josh Brolin (Dwight)
Joseph Gordon-Levitt (Johnny)"
424694,Bohemian Rhapsody,Bryan Singer,"Rami Malek (Freddie Mercury)
Gwilym Lee (Brian May)
Ben Hardy (Roger Taylor)
Joseph Mazzello (John Deacon)
Lucy Boynton (Mary Austin)"
1417059,Mountainhead,Jesse Armstrong,"Steve Carell (Randall Garrett)
Jason Schwartzman (Hugo 'Souper' Van Yalk)
Cory Michael Smith (Venis Parish)
Ramy Youssef (Jeff Abredazi)
Daniel Oreskes (Dr. Phipps)"
1059372,Dear David,Lucky Kuswandi,"Shenina Cinnamon (Laras)
Emir Mahira (David)
Caitlin North Lewis (Dilla)
Palestina Irtiza (Gilang)
Michael Olindo (Arya)"
8273,American Wedding,Jesse Dylan,"Jason Biggs (Jim Levenstein)
Alyson Hannigan (Michelle Flaherty)
Seann William Scott (Steve Stifler)
Eddie Kaye Thomas (Paul Finch)
Thomas Ian Nicholas (Kevin Myers)"
274857,King Arthur: Legend of the Sword,Guy Ritchie,"Charlie Hunnam (Arthur)
Jude Law (Vortigern)
Astrid Bergès-Frisbey (The Mage)
Eric Bana (Uther Pendragon)
Djimon Hounsou (Bedivere)"
215,Saw II,Darren Lynn Bousman,"Tobin Bell (John Kramer / Jigsaw)
Donnie Wahlberg (Eric Matthews)
Shawnee Smith (Amanda Young)
Erik Knudsen (Daniel Matthews)
Franky G (Xavier Chavez)"
9837,The Prince of Egypt,"Simon Wells, Brenda Chapman, Steve Hickner","Val Kilmer (Moses (voice))
Ralph Fiennes (Rameses (voice))
Michelle Pfeiffer (Tzipporah (voice))
Sandra Bullock (Miriam (voice))
Jeff Goldblum (Aaron (voice))"
399361,Triple Frontier,J.C. Chandor,"Ben Affleck (Tom 'Redfly' Davis)
Ben Affleck (Tom 'Redfly' Davis)
Oscar Isaac (Santiago 'Pope' Garcia)
Oscar Isaac (Santiago 'Pope' Garcia)
Charlie Hunnam (William 'Ironhead' Miller)"
59440,Warrior,Gavin O'Connor,"Joel Edgerton (Brendan Conlon)
Tom Hardy (Tommy Conlon)
Nick Nolte (Paddy Conlon)
Jennifer Morrison (Tess Conlon)
Frank Grillo (Frank Campana)"
380,Rain Man,Barry Levinson,"Dustin Hoffman (Raymond Babbitt)
Tom Cruise (Charlie Babbitt)
Valeria Golino (Susanna)
Gerald R. Molen (Dr. Bruner)
Jack Murdock (John Mooney)"
293670,The Wailing,Na Hong-jin,"Kwak Do-won (Jong-goo)
Hwang Jung-min (Il-gwang)
Chun Woo-hee (Moo-myeong)
Jun Kunimura (The Stranger)
Kim Hwan-hee (Hyo-jin)"
327317,Summer Temptations,Piero Vivarelli,"Moana Pozzi (Vanessa)
Petra Scharbach (Kiki)
Ursula Davis (Vivi)
Marino Masé (Professore)
Alessandro Vivarelli"
581,Dances with Wolves,Kevin Costner,"Kevin Costner (Lieutenant Dunbar)
Mary McDonnell (Stands With A Fist)
Graham Greene (Kicking Bird)
Rodney A. Grant (Wind In His Hair)
Floyd ""Red Crow"" Westerman (Ten Bears)"
530915,1917,Sam Mendes,"George MacKay (Lance Corporal Schofield)
Dean-Charles Chapman (Lance Corporal Blake)
Mark Strong (Captain Smith)
Andrew Scott (Lieutenant Leslie)
Richard Madden (Lieutenant Blake)"
514847,The Hunt,Craig Zobel,"Betty Gilpin (Crystal)
Hilary Swank (Athena)
Ethan Suplee (Gary)
Teri Wyble (Liberty)
Ike Barinholtz (Staten Island)"
71676,Ghost Rider: Spirit of Vengeance,"Mark Neveldine, Brian Taylor","Nicolas Cage (Johnny Blaze / Ghost Rider)
Fergus Riordan (Danny)
Violante Placido (Nadya)
Ciarán Hinds (Roarke)
Johnny Whitworth (Ray Carrigan)"
107257,A Perfect Ending,Nicole Conn,"Barbara Niven (Rebecca Westridge)
Jessica Clark (Paris)
John Heard (Mason Westridge)
Morgan Fairchild (Valentina)
Kerry Knuppe (Jessica Westridge)"
512195,Red Notice,Rawson Marshall Thurber,"Dwayne Johnson (John Hartley)
Ryan Reynolds (Nolan Booth)
Gal Gadot (Sarah Black / The Bishop)
Ritu Arya (Inspector Urvashi Das)
Chris Diamantopoulos (Sotto Voce)"
22832,Ninja Assassin,James McTeigue,"Rain (Raizo)
Naomie Harris (Mika)
Ben Miles (Maslow)
Rick Yune (Takeshi)
Sho Kosugi (Ozunu)"
2907,The Addams Family,Barry Sonnenfeld,"Raúl Juliá (Gomez Addams)
Anjelica Huston (Morticia Addams)
Christopher Lloyd (Uncle Fester)
Christina Ricci (Wednesday Addams)
Carel Struycken (Lurch)"
661539,A Complete Unknown,James Mangold,"Timothée Chalamet (Bob Dylan)
Edward Norton (Pete Seeger)
Elle Fanning (Sylvie Russo)
Monica Barbaro (Joan Baez)
Scoot McNairy (Woody Guthrie)"
223702,Sausage Party,"Greg Tiernan, Conrad Vernon","Seth Rogen (Frank / Sergeant Pepper (voice))
Kristen Wiig (Brenda (voice))
Jonah Hill (Carl (voice))
Bill Hader (Firewater / Tequila / El Guaco (voice))
Michael Cera (Barry (voice))"
200324,The Half-Breed,Allan Dwan,"Douglas Fairbanks (Lo Dorman)
Alma Rubens (Teresa)
Sam De Grasse (Sheriff Dunn)
Tom Wilson (Curson)
Frank Brownlee (Winslow Wynn)"
976734,Canary Black,Pierre Morel,"Kate Beckinsale (Avery Graves)
Rupert Friend (David Brooks)
Saffron Burrows (Elizabeth Mills)
Ray Stevenson (Jarvis Hedlund)
Goran Kostić (Breznov)"
278924,Mechanic: Resurrection,Dennis Gansel,"Jason Statham (Arthur Bishop)
Jessica Alba (Gina)
Tommy Lee Jones (Max Adams)
Michelle Yeoh (Mei)
Sam Hazeldine (Riah Crain)"
400155,Hotel Transylvania 3: Summer Vacation,Genndy Tartakovsky,"Adam Sandler (Count Dracula (voice))
Andy Samberg (Johnny Loughran (voice))
Selena Gomez (Mavis Dracula (voice))
Kathryn Hahn (Ericka Van Helsing (voice))
Jim Gaffigan (Professor Abraham Van Helsing (voice))"
1495110,Vir Das: Fool Volume,Vir Das,Vir Das
8337,They Live,John Carpenter,"Roddy Piper (John Nada)
Keith David (Frank Armitage)
Meg Foster (Holly Thompsen)
George Buck Flower (Drifter)
Peter Jason (Gilbert)"
91586,Insidious: Chapter 2,James Wan,"Patrick Wilson (Josh Lambert)
Rose Byrne (Renai Lambert)
Lin Shaye (Elise Rainier)
Ty Simpkins (Dalton Lambert)
Barbara Hershey (Lorraine Lambert)"
838209,Exhuma,Jang Jae-hyun,"Choi Min-sik (Kim Sang-duk)
Kim Go-eun (Lee Hwa-rim)
Yoo Hai-jin (Ko Young-geun)
Lee Do-hyun (Yoon Bong-gil)
Kim Jae-chul (Park Ji-yong)"
363676,Sully,Clint Eastwood,"Tom Hanks (Chesley 'Sully' Sullenberger)
Aaron Eckhart (Jeff Skiles)
Anna Gunn (Elizabeth Davis)
Holt McCallany (Mike Cleary)
Mike O'Malley (Charles Porter)"
1442538,Elevator Lady,Rodante Pajemna Jr.,"Aliya Raymundo (Kat)
Vern Kaye (Mimi)
Mark Dionisio (Harold)
Albie Casiño (Jay)
Jason Evans (Suki Client)"
8467,Dumb and Dumber,Peter Farrelly,"Jim Carrey (Lloyd Christmas)
Jeff Daniels (Harry Dunne)
Lauren Holly (Mary Swanson)
Teri Garr (Helen Swanson)
Charles Rocket (Nicholas Andre)"
791042,Levels,Adam Stern,"Cara Gee (Ash)
Peter Mooney (Joe)
Aaron Abrams (Hunter)
David Hewlett (Oliver)
Amanda Tapping (MEL)"
9312,Mortal Kombat,Paul W. S. Anderson,"Robin Shou (Liu Kang)
Linden Ashby (Johnny Cage)
Bridgette Wilson-Sampras (Sonya Blade)
Christopher Lambert (Lord Raiden)
Cary-Hiroyuki Tagawa (Shang Tsung)"
